,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,T2M,PRECTOTCORR,factor_temp,eficiencia,POT_SUMINISTRADA,TIPO_DIA
37312,2021,4,4,16,371.96,0.66,19.01,0.0,1.003,92.41,1207.2888822178954,SOLEADO
37313,2021,4,4,17,171.48,0.57,17.02,0.0,1.00399,92.45,562.7561796787458,SOLEADO
37314,2021,4,4,18,14.25,0.28,12.98,0.0,1.00601,92.49,47.79007290884741,SOLEADO
37315,2021,4,4,19,0.0,0.0,11.4,0.0,1.0068,92.56,0.0,SOLEADO
37316,2021,4,4,20,0.0,0.0,10.58,0.0,1.00721,92.61,0.0,SOLEADO
37317,2021,4,4,21,0.0,0.0,9.76,0.0,1.00762,92.64,0.0,SOLEADO
37318,2021,4,4,22,0.0,0.0,8.84,0.0,1.00808,92.64,0.0,SOLEADO
37319,2021,4,4,23,0.0,0.0,7.81,0.0,1.0086,92.64,0.0,SOLEADO
37320,2021,4,5,0,0.0,0.0,6.91,0.0,1.00905,92.67,0.0,SOLEADO
37321,2021,4,5,1,0.0,0.0,6.08,0.0,1.00946,92.67,0.0,SOLEADO
37322,2021,4,5,2,0.0,0.0,5.03,0.0,1.00999,92.67,0.0,SOLEADO
37323,2021,4,5,3,0.0,0.0,4.08,0.0,1.01046,92.67,0.0,SOLEADO
37324,2021,4,5,4,0.0,0.0,3.3,0.0,1.01085,92.67,0.0,SOLEADO
37325,2021,4,5,5,0.0,0.0,2.67,0.0,1.01117,92.67,0.0,SOLEADO
37326,2021,4,5,6,74.95,0.48,4.05,0.0,1.01048,92.67,263.62187803799657,SOLEADO
37327,2021,4,5,7,261.81,0.62,6.97,0.0,1.00902,92.67,907.3823857934732,SOLEADO
37328,2021,4,5,8,439.38,0.66,10.74,0.0,1.00713,92.76,1495.1218183311364,SOLEADO
37329,2021,4,5,9,634.41,0.73,15.81,0.0,1.0046,92.79,2103.0723320471593,SOLEADO
37330,2021,4,5,10,810.34,0.79,18.51,0.0,1.00325,92.78,2647.7608680042276,SOLEADO
37331,2021,4,5,11,890.27,0.8,19.84,0.0,1.00258,92.74,2887.017916563884,SOLEADO
37332,2021,4,5,12,890.52,0.79,20.7,0.0,1.00215,92.68,2872.630197801812,SOLEADO
37333,2021,4,5,13,848.13,0.78,21.18,0.0,1.00191,92.62,2727.0407768413934,SOLEADO
37334,2021,4,5,14,733.16,0.76,21.27,0.0,1.00187,92.56,2354.709778605913,SOLEADO
37335,2021,4,5,15,592.39,0.75,21.04,0.0,1.00198,92.52,1904.1287936452413,SOLEADO
37336,2021,4,5,16,396.06,0.7,20.4,0.0,1.0023,92.5,1277.1884928102297,SOLEADO
37337,2021,4,5,17,184.65,0.6,18.51,0.0,1.00325,92.52,601.6474081616981,SOLEADO
37338,2021,4,5,18,14.93,0.28,15.15,0.0,1.00493,92.54,49.53167437208734,SOLEADO
37339,2021,4,5,19,0.0,0.0,14.52,0.0,1.00524,92.59,0.0,SOLEADO
37340,2021,4,5,20,0.0,0.0,14.4,0.0,1.0053,92.63,0.0,SOLEADO
37341,2021,4,5,21,0.0,0.0,14.48,0.0,1.00526,92.63,0.0,SOLEADO
37342,2021,4,5,22,0.0,0.0,13.59,0.0,1.00571,92.61,0.0,SOLEADO
37343,2021,4,5,23,0.0,0.0,11.86,0.0,1.00657,92.57,0.0,SOLEADO
37344,2021,4,6,0,0.0,0.0,10.73,0.0,1.00714,92.54,0.0,SOLEADO
37345,2021,4,6,1,0.0,0.0,9.49,0.01,1.00776,92.5,0.0,SOLEADO
37346,2021,4,6,2,0.0,0.0,8.12,0.01,1.00844,92.5,0.0,SOLEADO
37347,2021,4,6,3,0.0,0.0,7.08,0.01,1.00896,92.67,0.0,SOLEADO
37348,2021,4,6,4,0.0,0.0,6.37,0.0,1.00932,92.67,0.0,SOLEADO
37349,2021,4,6,5,0.0,0.0,5.79,0.0,1.00961,92.67,0.0,SOLEADO
37350,2021,4,6,6,83.74,0.52,6.35,0.0,1.00933,92.67,291.1412246508821,SOLEADO
37351,2021,4,6,7,296.29,0.7,9.16,0.0,1.00792,92.48,1013.3786066219528,SOLEADO
37352,2021,4,6,8,507.55,0.76,12.39,0.0,1.00631,92.49,1707.4107397485618,SOLEADO
37353,2021,4,6,9,690.54,0.79,17.32,0.0,1.00384,92.49,2263.55845002981,SOLEADO
37354,2021,4,6,10,819.73,0.8,19.73,0.0,1.00264,92.46,2651.820654315729,SOLEADO
37355,2021,4,6,11,898.23,0.8,21.02,0.0,1.00199,92.39,2883.4499611497,SOLEADO
37356,2021,4,6,12,913.7,0.8,21.96,0.0,1.00521,92.31,2926.44052603035,SOLEADO
37357,2021,4,6,13,869.26,0.8,22.47,0.0,1.00521,92.23,2774.7060980371925,SOLEADO
37358,2021,4,6,14,766.99,0.79,22.52,0.0,1.00521,92.15,2445.529438711753,SOLEADO
37359,2021,4,6,15,612.84,0.77,22.29,0.0,1.00521,92.09,1954.9716878683435,SOLEADO
37360,2021,4,6,16,415.81,0.73,21.51,0.0,1.00521,92.08,1331.4014752248927,SOLEADO
37361,2021,4,6,17,189.23,0.61,19.37,0.0,1.00521,92.09,612.3428618826578,SOLEADO
37362,2021,4,6,18,17.84,0.31,15.26,0.0,1.00521,92.11,58.89638211344644,SOLEADO
37363,2021,4,6,19,0.0,0.0,13.5,0.0,1.00521,92.14,0.0,SOLEADO
37364,2021,4,6,20,0.0,0.0,12.17,0.0,1.00521,92.19,0.0,SOLEADO
37365,2021,4,6,21,0.0,0.0,10.98,0.0,1.00521,92.22,0.0,SOLEADO
37366,2021,4,6,22,0.0,0.0,9.96,0.0,1.00521,92.24,0.0,SOLEADO
37367,2021,4,6,23,0.0,0.0,8.78,0.0,1.00521,92.28,0.0,SOLEADO
37368,2021,4,7,0,0.0,0.0,7.63,0.0,1.00521,92.3,0.0,SOLEADO
37369,2021,4,7,1,0.0,0.0,6.81,0.0,1.00521,92.31,0.0,SOLEADO
37370,2021,4,7,2,0.0,0.0,5.93,0.0,1.00521,92.34,0.0,SOLEADO
37371,2021,4,7,3,0.0,0.0,5.0,0.0,1.00521,92.35,0.0,SOLEADO
37372,2021,4,7,4,0.0,0.0,4.13,0.0,1.01044,92.67,0.0,SOLEADO
37373,2021,4,7,5,0.0,0.0,3.4,0.0,1.0108,92.67,0.0,SOLEADO
37374,2021,4,7,6,72.25,0.43,3.57,0.0,1.01072,92.67,254.73771884760805,SOLEADO
37375,2021,4,7,7,289.27,0.66,5.79,0.0,1.00961,92.67,1008.5686987904978,SOLEADO
37376,2021,4,7,8,502.76,0.74,8.98,0.0,1.00801,92.62,1723.745787699569,SOLEADO
37377,2021,4,7,9,680.49,0.77,12.29,0.0,1.00636,92.65,2294.3378330192418,SOLEADO
37378,2021,4,7,10,811.73,0.79,15.51,0.0,1.00475,92.65,2691.083996881411,SOLEADO
37379,2021,4,7,11,892.09,0.8,17.92,0.0,1.00354,92.63,2919.322674842791,SOLEADO
37380,2021,4,7,12,896.01,0.79,19.42,0.0,1.00279,92.6,2907.793898356248,SOLEADO
37381,2021,4,7,13,830.98,0.77,20.33,0.0,1.00234,92.56,2682.452807456949,SOLEADO
37382,2021,4,7,14,710.6,0.73,20.66,0.0,1.00217,92.52,2288.782560358234,SOLEADO
37383,2021,4,7,15,520.05,0.66,20.56,0.0,1.00222,92.51,1675.759308433898,SOLEADO
37384,2021,4,7,16,316.03,0.55,19.99,0.0,1.00251,92.51,1021.4795406312105,SOLEADO
37385,2021,4,7,17,137.96,0.44,18.51,0.0,1.00325,92.54,449.61396807382744,SOLEADO
37386,2021,4,7,18,18.38,0.31,15.41,0.0,1.0048,92.58,60.920265715742964,SOLEADO
37387,2021,4,7,19,0.0,0.0,14.01,0.0,1.0055,92.66,0.0,SOLEADO
37388,2021,4,7,20,0.0,0.0,13.44,0.0,1.00578,92.74,0.0,SOLEADO
37389,2021,4,7,21,0.0,0.0,12.28,0.0,1.00636,92.8,0.0,SOLEADO
37390,2021,4,7,22,0.0,0.0,11.4,0.0,1.0068,92.83,0.0,SOLEADO
37391,2021,4,7,23,0.0,0.0,10.42,0.0,1.00729,92.9,0.0,SOLEADO
37392,2021,4,8,0,0.0,0.0,9.55,0.0,1.00773,92.95,0.0,NUBLADO
37393,2021,4,8,1,0.0,0.0,8.98,0.0,1.00801,92.99,0.0,NUBLADO
37394,2021,4,8,2,0.0,0.0,8.41,0.0,1.0083,93.01,0.0,NUBLADO
37395,2021,4,8,3,0.0,0.0,7.84,0.0,1.00858,93.02,0.0,NUBLADO
37396,2021,4,8,4,0.0,0.0,7.27,0.0,1.00887,92.67,0.0,NUBLADO
37397,2021,4,8,5,0.0,0.0,6.76,0.0,1.00912,92.67,0.0,NUBLADO
37398,2021,4,8,6,50.06,0.28,6.96,0.0,1.00902,92.67,173.50615177328464,NUBLADO
37399,2021,4,8,7,119.53,0.27,8.28,0.0,1.00836,93.12,413.5075179193211,NUBLADO
37400,2021,4,8,8,237.29,0.35,10.19,0.0,1.00741,93.14,813.0651452151043,NUBLADO
37401,2021,4,8,9,384.26,0.43,12.32,0.0,1.00634,93.14,1302.2120818962544,NUBLADO
37402,2021,4,8,10,580.01,0.56,14.44,0.0,1.00528,93.1,1943.1082603156362,NUBLADO
37403,2021,4,8,11,607.85,0.54,16.42,0.0,1.00429,93.04,2013.9414738014075,NUBLADO
37404,2021,4,8,12,589.79,0.52,18.07,0.0,1.00347,92.96,1935.3980188193595,NUBLADO
37405,2021,4,8,13,537.2,0.49,18.83,0.0,1.00309,92.88,1754.1733303137446,NUBLADO
37406,2021,4,8,14,394.58,0.41,18.73,0.0,1.00314,92.8,1288.040689833508,NUBLADO
37407,2021,4,8,15,303.35,0.38,18.32,0.0,1.00334,92.75,991.8669476829841,NUBLADO
37408,2021,4,8,16,183.77,0.32,17.82,0.0,1.00359,92.72,602.2837054374837,NUBLADO
37409,2021,4,8,17,91.88,0.29,16.81,0.0,1.0041,92.72,302.7472194647677,NUBLADO
37410,2021,4,8,18,16.91,0.27,14.33,0.0,1.00534,92.73,56.45838441327032,NUBLADO
37411,2021,4,8,19,0.0,0.0,13.13,0.0,1.00594,92.76,0.0,NUBLADO
37412,2021,4,8,20,0.0,0.0,12.39,0.0,1.00631,92.78,0.0,NUBLADO
37413,2021,4,8,21,0.0,0.0,11.26,0.0,1.00687,92.77,0.0,NUBLADO
37414,2021,4,8,22,0.0,0.0,10.47,0.0,1.00727,92.76,0.0,NUBLADO
37415,2021,4,8,23,0.0,0.0,9.92,0.01,1.00754,92.74,0.0,NUBLADO
37416,2021,4,9,0,0.0,0.0,9.32,0.01,1.00784,92.72,0.0,LLUVIOSO
37417,2021,4,9,1,0.0,0.0,8.68,0.01,1.00816,92.69,0.0,LLUVIOSO
37418,2021,4,9,2,0.0,0.0,7.97,0.02,1.00852,92.67,0.0,LLUVIOSO
37419,2021,4,9,3,0.0,0.0,7.38,0.05,1.00881,92.67,0.0,LLUVIOSO
37420,2021,4,9,4,0.0,0.0,7.0,0.32,1.009,92.67,0.0,LLUVIOSO
37421,2021,4,9,5,0.0,0.0,6.77,1.14,1.00912,92.67,0.0,LLUVIOSO
37422,2021,4,9,6,32.27,0.17,6.8,0.75,1.0091,92.67,111.93760284988386,LLUVIOSO
37423,2021,4,9,7,69.36,0.16,7.65,0.22,1.00868,92.67,239.55774876386542,LLUVIOSO
37424,2021,4,9,8,130.27,0.19,9.4,0.24,1.0078,92.67,445.9186207535691,LLUVIOSO
37425,2021,4,9,9,229.39,0.26,11.6,0.23,1.0067,92.68,776.4328678367614,LLUVIOSO
37426,2021,4,9,10,256.3,0.24,13.14,0.18,1.00593,92.66,860.412184185626,LLUVIOSO
37427,2021,4,9,11,349.89,0.31,13.98,0.13,1.00551,92.63,1169.074340765038,LLUVIOSO
37428,2021,4,9,12,513.61,0.45,14.73,0.11,1.00514,92.61,1709.0082035886703,LLUVIOSO
37429,2021,4,9,13,498.29,0.45,15.66,0.09,1.00467,92.57,1649.2139918619678,LLUVIOSO
37430,2021,4,9,14,493.88,0.51,16.38,0.06,1.00431,92.52,1627.5326624064492,LLUVIOSO
37431,2021,4,9,15,385.02,0.48,16.51,0.04,1.00425,92.48,1267.3807367136926,LLUVIOSO
37432,2021,4,9,16,268.94,0.47,16.44,0.02,1.00428,92.46,885.4092261105403,LLUVIOSO
37433,2021,4,9,17,126.91,0.4,15.76,0.01,1.00462,92.47,419.36497363147015,LLUVIOSO
37434,2021,4,9,18,20.72,0.32,14.13,0.0,1.00544,92.47,69.05744196870432,LLUVIOSO
37435,2021,4,9,19,0.0,0.0,12.16,0.0,1.00642,92.49,0.0,LLUVIOSO
37436,2021,4,9,20,0.0,0.0,10.87,0.0,1.00707,92.5,0.0,LLUVIOSO
37437,2021,4,9,21,0.0,0.0,10.21,0.0,1.0074,92.5,0.0,LLUVIOSO
37438,2021,4,9,22,0.0,0.0,10.11,0.0,1.00745,92.48,0.0,LLUVIOSO
37439,2021,4,9,23,0.0,0.0,10.14,0.0,1.00743,92.47,0.0,LLUVIOSO
37440,2021,4,10,0,0.0,0.0,10.07,0.01,1.00747,92.46,0.0,LLUVIOSO
37441,2021,4,10,1,0.0,0.0,9.98,0.04,1.00751,92.41,0.0,LLUVIOSO
37442,2021,4,10,2,0.0,0.0,9.69,0.03,1.00766,92.38,0.0,LLUVIOSO
37443,2021,4,10,3,0.0,0.0,9.65,0.01,1.00521,92.35,0.0,LLUVIOSO
37444,2021,4,10,4,0.0,0.0,9.48,0.01,1.00521,92.32,0.0,LLUVIOSO
37445,2021,4,10,5,0.0,0.0,9.24,0.02,1.00521,92.31,0.0,LLUVIOSO
37446,2021,4,10,6,45.18,0.23,9.92,0.01,1.00521,92.31,153.2853772722382,LLUVIOSO
37447,2021,4,10,7,173.31,0.38,11.76,0.01,1.00521,92.32,583.0339087429332,LLUVIOSO
37448,2021,4,10,8,262.13,0.38,14.42,0.12,1.00521,92.3,870.6453235022767,LLUVIOSO
37449,2021,4,10,9,413.77,0.46,16.22,0.14,1.00521,92.3,1362.5589959412089,LLUVIOSO
37450,2021,4,10,10,573.38,0.55,16.91,0.16,1.00521,92.29,1881.7161757652173,LLUVIOSO
37451,2021,4,10,11,651.76,0.58,17.41,0.17,1.00521,92.26,2133.1102581063988,LLUVIOSO
37452,2021,4,10,12,584.5,0.51,17.62,0.16,1.00521,92.22,1910.2148866534467,LLUVIOSO
37453,2021,4,10,13,560.05,0.51,17.58,0.13,1.00521,92.18,1829.8683985785142,LLUVIOSO
37454,2021,4,10,14,423.44,0.43,17.29,0.1,1.00521,92.13,1384.7012352785803,LLUVIOSO
37455,2021,4,10,15,394.61,0.49,16.85,0.06,1.00521,92.1,1292.7360319178272,LLUVIOSO
37456,2021,4,10,16,229.87,0.4,16.06,0.01,1.00521,92.09,755.8264413367405,LLUVIOSO
37457,2021,4,10,17,107.53,0.33,14.94,0.0,1.00521,92.11,355.5375791703266,LLUVIOSO
37458,2021,4,10,18,18.83,0.27,13.13,0.01,1.00521,92.13,62.809679817583934,LLUVIOSO
37459,2021,4,10,19,0.0,0.0,11.98,0.06,1.00521,92.17,0.0,LLUVIOSO
37460,2021,4,10,20,0.0,0.0,11.28,0.09,1.00521,92.22,0.0,LLUVIOSO
37461,2021,4,10,21,0.0,0.0,10.83,0.14,1.00521,92.24,0.0,LLUVIOSO
37462,2021,4,10,22,0.0,0.0,10.58,0.18,1.00521,92.24,0.0,LLUVIOSO
37463,2021,4,10,23,0.0,0.0,10.38,0.16,1.00521,92.22,0.0,LLUVIOSO
37464,2021,4,11,0,0.0,0.0,9.83,0.25,1.00521,92.21,0.0,LLUVIOSO
37465,2021,4,11,1,0.0,0.0,9.08,0.24,1.00521,92.19,0.0,LLUVIOSO
37466,2021,4,11,2,0.0,0.0,8.69,0.22,1.00521,92.19,0.0,LLUVIOSO
37467,2021,4,11,3,0.0,0.0,8.7,0.17,1.00521,92.19,0.0,LLUVIOSO
37468,2021,4,11,4,0.0,0.0,8.66,0.17,1.00521,92.18,0.0,LLUVIOSO
37469,2021,4,11,5,0.0,0.0,8.82,0.29,1.00521,92.19,0.0,LLUVIOSO
37470,2021,4,11,6,51.41,0.26,9.45,0.48,1.00521,92.23,174.65199927333222,LLUVIOSO
37471,2021,4,11,7,131.26,0.29,10.67,0.83,1.00521,92.27,443.5898560937265,LLUVIOSO
37472,2021,4,11,8,278.47,0.4,12.05,1.07,1.00521,92.3,935.3270231408956,LLUVIOSO
37473,2021,4,11,9,412.08,0.45,13.52,0.88,1.00521,92.33,1374.989544953966,LLUVIOSO
37474,2021,4,11,10,537.61,0.51,14.8,0.75,1.00521,92.34,1783.1818786238944,LLUVIOSO
37475,2021,4,11,11,661.82,0.58,15.76,1.22,1.00521,92.34,2185.144646730847,LLUVIOSO
37476,2021,4,11,12,692.6,0.6,16.71,1.08,1.00521,92.33,2276.14258660909,LLUVIOSO
37477,2021,4,11,13,573.63,0.52,17.15,0.87,1.00521,92.32,1880.9766424949405,LLUVIOSO
37478,2021,4,11,14,566.97,0.58,17.1,0.71,1.00521,92.3,1859.182367399287,LLUVIOSO
37479,2021,4,11,15,403.95,0.5,16.86,0.57,1.00521,92.31,1326.287374519648,LLUVIOSO
37480,2021,4,11,16,266.29,0.45,16.19,0.38,1.00441,92.36,876.8999081839581,LLUVIOSO
37481,2021,4,11,17,143.6,0.44,15.11,0.19,1.00495,92.45,476.04332382102166,LLUVIOSO
37482,2021,4,11,18,23.91,0.34,12.86,0.17,1.00607,92.53,80.27158217845246,LLUVIOSO
37483,2021,4,11,19,0.0,0.0,11.51,0.06,1.00675,92.63,0.0,LLUVIOSO
37484,2021,4,11,20,0.0,0.0,10.92,0.02,1.00704,92.74,0.0,LLUVIOSO
37485,2021,4,11,21,0.0,0.0,10.19,0.01,1.00741,92.82,0.0,LLUVIOSO
37486,2021,4,11,22,0.0,0.0,9.23,0.0,1.00789,92.89,0.0,LLUVIOSO
37487,2021,4,11,23,0.0,0.0,8.08,0.0,1.00846,92.92,0.0,LLUVIOSO
37488,2021,4,12,0,0.0,0.0,6.98,0.0,1.00901,92.67,0.0,SOLEADO
37489,2021,4,12,1,0.0,0.0,5.95,0.0,1.00953,92.67,0.0,SOLEADO
37490,2021,4,12,2,0.0,0.0,4.89,0.0,1.01006,92.67,0.0,SOLEADO
37491,2021,4,12,3,0.0,0.0,4.11,0.0,1.01045,92.67,0.0,SOLEADO
37492,2021,4,12,4,0.0,0.0,3.55,0.0,1.01073,92.67,0.0,SOLEADO
37493,2021,4,12,5,0.0,0.0,3.12,0.0,1.01094,92.67,0.0,SOLEADO
37494,2021,4,12,6,110.32,0.53,3.43,0.0,1.01079,92.67,389.2371033614546,SOLEADO
37495,2021,4,12,7,321.62,0.7,5.12,0.0,1.00994,92.67,1125.1552051439999,SOLEADO
37496,2021,4,12,8,526.45,0.75,8.01,0.0,1.0085,93.25,1826.2932512059294,SOLEADO
37497,2021,4,12,9,707.16,0.78,11.53,0.0,1.00674,93.27,2409.6987912337163,SOLEADO
37498,2021,4,12,10,837.07,0.79,13.94,0.0,1.00553,93.26,2816.4826224570047,SOLEADO
37499,2021,4,12,11,910.02,0.8,15.75,0.0,1.00463,93.22,3031.6605091373226,SOLEADO
37500,2021,4,12,12,922.05,0.8,17.08,0.0,1.00396,93.18,3048.869080821614,SOLEADO
37501,2021,4,12,13,871.77,0.79,17.92,0.0,1.00354,93.14,2868.5334504334296,SOLEADO
37502,2021,4,12,14,709.9,0.72,18.26,0.0,1.00337,93.08,2330.1726254263845,SOLEADO
37503,2021,4,12,15,571.41,0.7,18.15,0.0,1.00343,93.04,1875.897333311987,SOLEADO
37504,2021,4,12,16,403.66,0.69,17.54,0.0,1.00373,93.04,1329.4916599252194,SOLEADO
37505,2021,4,12,17,185.88,0.55,16.12,0.0,1.00444,93.05,616.9057537578956,SOLEADO
37506,2021,4,12,18,23.79,0.32,12.7,0.0,1.00615,93.08,80.41044466164138,SOLEADO
37507,2021,4,12,19,0.0,0.0,11.38,0.0,1.00681,93.12,0.0,SOLEADO
37508,2021,4,12,20,0.0,0.0,10.92,0.0,1.00704,93.16,0.0,SOLEADO
37509,2021,4,12,21,0.0,0.0,9.8,0.0,1.0076,93.19,0.0,SOLEADO
37510,2021,4,12,22,0.0,0.0,8.79,0.0,1.00811,93.21,0.0,SOLEADO
37511,2021,4,12,23,0.0,0.0,8.31,0.0,1.00835,93.19,0.0,SOLEADO
37512,2021,4,13,0,0.0,0.0,7.73,0.0,1.00864,93.14,0.0,NUBLADO
37513,2021,4,13,1,0.0,0.0,7.36,0.0,1.00882,92.67,0.0,NUBLADO
37514,2021,4,13,2,0.0,0.0,7.3,0.0,1.00885,92.67,0.0,NUBLADO
37515,2021,4,13,3,0.0,0.0,7.23,0.0,1.00889,92.67,0.0,NUBLADO
37516,2021,4,13,4,0.0,0.0,7.05,0.0,1.00898,92.67,0.0,NUBLADO
37517,2021,4,13,5,0.0,0.0,6.88,0.0,1.00906,92.67,0.0,NUBLADO
37518,2021,4,13,6,61.88,0.29,7.65,0.0,1.00868,93.06,214.62253929681367,NUBLADO
37519,2021,4,13,7,189.74,0.41,9.15,0.0,1.00793,93.07,653.1304868543308,NUBLADO
37520,2021,4,13,8,310.95,0.44,12.35,0.0,1.00633,93.08,1052.935247052277,NUBLADO
37521,2021,4,13,9,476.84,0.52,15.89,0.0,1.00456,93.07,1584.8274977013612,NUBLADO
37522,2021,4,13,10,570.79,0.54,17.71,0.0,1.00365,93.06,1878.6633625763443,NUBLADO
37523,2021,4,13,11,660.47,0.58,18.42,0.01,1.00329,93.01,2164.444320301339,NUBLADO
37524,2021,4,13,12,600.66,0.52,18.56,0.01,1.00322,92.96,1965.9106715592104,NUBLADO
37525,2021,4,13,13,448.31,0.41,18.07,0.02,1.00347,92.91,1470.3396160385603,NUBLADO
37526,2021,4,13,14,366.76,0.37,17.13,0.03,1.00394,92.87,1208.3866126674436,NUBLADO
37527,2021,4,13,15,272.71,0.34,16.3,0.03,1.00435,92.83,902.081690739962,NUBLADO
37528,2021,4,13,16,162.88,0.27,15.82,0.02,1.00459,92.81,540.0332050251759,NUBLADO
37529,2021,4,13,17,100.37,0.3,15.28,0.02,1.00486,92.81,333.7282922154846,NUBLADO
37530,2021,4,13,18,21.38,0.27,13.93,0.06,1.00554,92.85,71.62495989731157,NUBLADO
37531,2021,4,13,19,0.0,0.0,12.89,0.04,1.00606,92.9,0.0,NUBLADO
37532,2021,4,13,20,0.0,0.0,12.39,0.03,1.00631,92.94,0.0,NUBLADO
37533,2021,4,13,21,0.0,0.0,11.65,0.0,1.00668,92.93,0.0,NUBLADO
37534,2021,4,13,22,0.0,0.0,11.08,0.0,1.00696,92.89,0.0,NUBLADO
37535,2021,4,13,23,0.0,0.0,10.54,0.0,1.00723,92.84,0.0,NUBLADO
37536,2021,4,14,0,0.0,0.0,10.05,0.0,1.00748,92.79,0.0,NUBLADO
37537,2021,4,14,1,0.0,0.0,9.75,0.0,1.00763,92.75,0.0,NUBLADO
37538,2021,4,14,2,0.0,0.0,9.54,0.0,1.00773,92.71,0.0,NUBLADO
37539,2021,4,14,3,0.0,0.0,9.33,0.0,1.00784,92.69,0.0,NUBLADO
37540,2021,4,14,4,0.0,0.0,8.98,0.01,1.00801,92.67,0.0,NUBLADO
37541,2021,4,14,5,0.0,0.0,8.56,0.01,1.00822,92.67,0.0,NUBLADO
37542,2021,4,14,6,50.69,0.23,8.95,0.01,1.00803,92.68,173.93419266855335,NUBLADO
37543,2021,4,14,7,136.47,0.29,9.84,0.0,1.00758,92.68,466.13660850247305,NUBLADO
37544,2021,4,14,8,293.41,0.41,12.23,0.0,1.00639,92.68,989.8891503680967,NUBLADO
37545,2021,4,14,9,414.95,0.45,15.55,0.01,1.00473,92.66,1375.5194027298096,NUBLADO
37546,2021,4,14,10,532.73,0.5,17.72,0.02,1.00364,92.61,1744.8147402731715,NUBLADO
37547,2021,4,14,11,609.84,0.53,18.75,0.02,1.00313,92.56,1985.3603766916922,NUBLADO
37548,2021,4,14,12,581.19,0.5,19.15,0.01,1.00293,92.5,1886.8191739351419,NUBLADO
37549,2021,4,14,13,571.49,0.52,18.71,0.0,1.00315,92.43,1858.29459291433,NUBLADO
37550,2021,4,14,14,518.51,0.52,18.51,0.0,1.00521,92.34,1689.4749345652071,NUBLADO
37551,2021,4,14,15,359.66,0.44,18.48,0.0,1.00521,92.28,1171.2984374529078,NUBLADO
37552,2021,4,14,16,215.07,0.36,18.19,0.0,1.00521,92.28,701.3982489499004,NUBLADO
37553,2021,4,14,17,91.62,0.27,17.22,0.0,1.00521,92.32,300.3278084261273,NUBLADO
37554,2021,4,14,18,20.66,0.26,15.02,0.11,1.00499,92.36,68.45463112969496,NUBLADO
37555,2021,4,14,19,0.0,0.0,13.58,0.08,1.00521,92.35,0.0,NUBLADO
37556,2021,4,14,20,0.0,0.0,12.4,0.18,1.0063,92.41,0.0,NUBLADO
37557,2021,4,14,21,0.0,0.0,11.67,0.32,1.00667,92.47,0.0,NUBLADO
37558,2021,4,14,22,0.0,0.0,10.72,0.2,1.00714,92.46,0.0,NUBLADO
37559,2021,4,14,23,0.0,0.0,9.48,0.3,1.00776,92.45,0.0,NUBLADO
37560,2021,4,15,0,0.0,0.0,8.67,0.07,1.00817,92.46,0.0,LLUVIOSO
37561,2021,4,15,1,0.0,0.0,8.01,0.01,1.0085,92.45,0.0,LLUVIOSO
37562,2021,4,15,2,0.0,0.0,7.8,0.01,1.0086,92.46,0.0,LLUVIOSO
37563,2021,4,15,3,0.0,0.0,7.62,0.02,1.00869,92.45,0.0,LLUVIOSO
37564,2021,4,15,4,0.0,0.0,7.49,0.03,1.00876,92.67,0.0,LLUVIOSO
37565,2021,4,15,5,0.0,0.0,7.48,0.1,1.00876,92.67,0.0,LLUVIOSO
37566,2021,4,15,6,67.06,0.29,7.87,0.28,1.00857,92.54,231.0297158119219,LLUVIOSO
37567,2021,4,15,7,205.43,0.43,8.65,0.33,1.00818,92.59,705.296695284314,LLUVIOSO
37568,2021,4,15,8,354.71,0.49,9.58,0.18,1.00771,92.63,1212.5386969820213,LLUVIOSO
37569,2021,4,15,9,521.08,0.56,10.65,0.13,1.00718,92.65,1771.8597004499882,LLUVIOSO
37570,2021,4,15,10,652.08,0.61,11.72,0.17,1.00664,92.63,2204.579584045447,LLUVIOSO
37571,2021,4,15,11,616.49,0.53,12.72,0.22,1.00614,92.59,2072.5572502329296,LLUVIOSO
37572,2021,4,15,12,693.56,0.59,13.68,0.18,1.00566,92.52,2318.2504987172074,LLUVIOSO
37573,2021,4,15,13,590.76,0.53,14.94,0.3,1.00503,92.46,1960.3620160010423,LLUVIOSO
37574,2021,4,15,14,513.05,0.52,15.73,0.48,1.00464,92.39,1694.146724542715,LLUVIOSO
37575,2021,4,15,15,429.23,0.52,15.62,0.55,1.00469,92.36,1417.7190956319885,LLUVIOSO
37576,2021,4,15,16,263.32,0.44,14.71,0.25,1.00515,92.37,874.0035757164744,LLUVIOSO
37577,2021,4,15,17,146.98,0.43,13.37,0.19,1.00582,92.41,491.5001261183031,LLUVIOSO
37578,2021,4,15,18,26.62,0.32,11.45,0.01,1.00678,92.47,89.96881192377431,LLUVIOSO
37579,2021,4,15,19,0.0,0.0,9.76,0.01,1.00762,92.53,0.0,LLUVIOSO
37580,2021,4,15,20,0.0,0.0,8.83,0.0,1.00809,92.58,0.0,LLUVIOSO
37581,2021,4,15,21,0.0,0.0,7.94,0.0,1.00853,92.59,0.0,LLUVIOSO
37582,2021,4,15,22,0.0,0.0,7.03,0.0,1.00899,92.67,0.0,LLUVIOSO
37583,2021,4,15,23,0.0,0.0,6.13,0.0,1.00944,92.67,0.0,LLUVIOSO
